0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344,227.53965759277344
232.1530657453307,221.53325609356438,228.7922614474026,226.1342927468484,222.59856493003707,230.76998974352793,229.0106510486477,228.0123959744944,227.91373813380557,233.96307989100194,229.82265701356633,226.4359334487699,226.35774010780247,227.37191746740726,228.2120764647988,225.16844872622494,226.73015680907855,226.54606814609312,227.58631804098346,228.63012227709746,227.2936748574773,230.90521482893976,226.85161562394242,230.81676141980842,229.82435131595832,228.19666270812772,226.71154601180416,228.7957333894348,226.63048801419637,227.82838819601398,228.02626085500776,223.30690486808737,228.95758792212874,229.7831743261098,230.89742990117549,227.8049008079749,226.51414315970206,228.42303893079347,229.5330544887376,233.4261107139016,232.83226438091427,230.2152849045804,228.8645055321164,227.2764739154033,228.5823863335916,224.73435277289948,234.31989894180415,225.19185985016188,228.72811135662056,224.7831850656678,228.71443727705562,227.30594200796037,228.96157799245665,222.07284846888265,226.97896301009786,228.44642296203787,227.8860173071666,229.09753593497044,221.29745039119157,228.9190769129572,226.42114226259812,234.50115014261095,224.0833147480668,223.42226736190534,228.1516756330093,235.39294584580753,227.0446354322135,227.78107593863453,229.26663810634196,231.09733792130206,230.0278730743251,226.2812294465982,234.8644792964583,231.6411614834981,224.68959529446497,235.71689864828576,219.96293878089043,232.1394349183847,231.79700078559858,229.24157679625344,222.15562616961057,226.35060591932051,226.93102068712034,222.60417376209338,226.20437890358872,227.28860559595861,225.46074842377837,225.52139539603104,227.5738921793317,225.1450560248174,227.53151556489885,232.34655571131344,234.76006628979025,232.12449033633806,230.8334491304051,225.7669987937394,227.07722775565173,224.0504890233329,231.1432808203016,231.4549727504524
231.9314006494392,217.16226473264828,231.46937817778678,230.636956541787,220.43031018039872,226.05909117171035,235.8681623485321,229.07867396489863,224.87206036004483,229.5158827026952,230.54361188842262,225.47142511555572,223.870334663725,229.05315676132741,233.9951701107077,230.83599819172696,229.12838484808634,230.0956482636218,227.0442077322792,229.23366185703298,230.55886356716928,230.44287983530478,226.33941868296785,231.39009253222375,230.55019840666543,227.27111545167446,229.84275557452335,232.553304892507,223.2453846243985,225.66228835748322,232.33890867894624,226.87985211728963,230.22776459409442,226.98965552769658,233.30413883230113,222.29875522902807,224.13729676359267,233.67246364491447,225.29596727413715,234.8432061521784,226.65571587172036,226.60754336196968,229.0713722167623,228.4476888410554,225.24797244187306,225.92562062129485,236.1714798057354,224.00969263966482,227.351404522374,227.5870528799947,229.6399425198568,220.41823061534268,231.91968963244176,223.908819437371,230.08678351716296,225.55980262669127,224.14785325568062,227.31697832317172,222.97906239212637,234.31086117688588,220.41967651814969,232.3404878508348,224.75164833932794,216.62984360396047,226.70936116094296,232.7390795637286,227.58876133735762,227.1884324616549,225.93607795819617,230.86881116728844,232.32281352872272,225.2241697913521,235.86550557697745,226.90858038005655,227.57850669619074,236.15627529054535,219.76205249605766,228.81610241551437,233.33311627529926,231.81100907083194,221.22370751982328,224.84039814879088,235.63646253220907,222.5661638056813,228.7934046076473,228.71943570093464,226.58510824699684,230.50372358834548,228.9738946889936,222.21518062724297,227.71896293415105,235.1569735153308,236.3560193374432,231.1231149834153,235.5026584462942,225.00706163991885,225.62536970706236,226.00439682179282,230.49253072594894,232.5883561701649
229.66084267801327,219.57484944892906,233.7597373665284,234.18207846692732,219.7452966430322,229.57189570488578,234.36502048947872,227.99478264553977,220.90904554474142,232.60612219105585,232.85822898893505,225.20537723479688,227.70061240978222,228.57310281150058,232.61202439597338,227.63887089953514,230.75717131503137,224.288046846965,226.80360984667908,230.2042216774034,231.44874477806013,228.40895457006818,232.93766167950605,229.7421126919253,234.14538641691038,224.91291076910744,231.77491679288204,236.9839829732518,218.04583941676492,224.92702781400456,237.28711584731826,226.124202287694,231.2517867132285,228.43700593228232,233.66676130969083,224.1008020761469,229.2113637417546,233.0354793285643,225.0229923193291,234.94736123486268,229.13892684331617,227.3084032125302,228.6798559275509,233.2211919477497,226.05332648772685,227.87603790363545,240.83240773478278,225.84145716462413,226.73211369906198,230.05680625986687,231.27617328040492,222.79495821544063,236.53536995302807,226.37575391400168,227.97807576237892,229.14416325141255,224.0072018786663,227.96418583982782,225.1415283434566,236.36428664939788,227.97416800918333,235.58779893496288,226.9194008669475,216.1663470351972,227.08030435090745,238.15240560831123,230.27835764225185,227.0359211320821,227.09824761999272,230.28536024442423,232.75792701008655,227.64839043059374,236.1698396102128,228.156902942939,226.7120733270116,232.59127963447398,222.0634448179407,234.0807322377968,234.35000657948027,227.5502779954909,219.72549552068813,225.4885892901035,238.34396220047685,222.67252624398114,230.5808735986095,228.304829283423,230.03188066406207,228.376915701767,231.12928595387473,218.36231587281716,228.82927752828328,237.1419093491928,235.61912514901513,231.45714881903433,237.84228419878227,228.42209287631218,224.88436609849174,233.06958272688988,232.27752587857762,230.0245503987141
229.74019695693207,220.0829147746868,230.6428050722743,231.65221693416208,218.67853842466502,224.5601521176718,237.80108548393622,226.84433280102382,221.14161503031002,234.39576145722006,240.54478806991924,220.1230185752729,230.47722550233,226.8437636241142,226.6589088827499,230.50672751516436,232.11692143078469,226.45951888775966,231.43549563698434,224.7012282352201,235.94838216375098,226.6169345108312,232.55748440858542,227.79317031405324,241.45416652037798,225.91727437082116,228.53597193466214,234.47590671337792,214.62661286061837,223.03979995471332,237.65425226658917,225.67451616087652,234.11931979029055,232.33753742287112,226.93441498987886,225.02450952371055,223.74708323424295,233.625954427583,225.3562858937437,236.57618083131024,232.14941572100224,226.06370546075152,225.60553351166234,231.02824461650317,232.87154022170884,231.79055070596215,247.54113881622882,231.07890555970394,228.23560424797188,225.25338736900528,227.14523742376386,223.93346028033142,237.83740154756268,221.66427550884765,225.65126488681122,227.45636786246646,222.53449986242438,230.3330799209704,232.92892545075279,234.36643821826104,225.12780546341105,241.07778178876535,228.15577154935747,211.94990277119183,231.0581190358081,238.1885568071895,229.443399874992,223.7328889142209,229.58344722035432,229.39492891812586,229.84176438179145,226.6443603689586,231.7338355530196,227.69290010165824,228.29444076208537,234.3847216572181,214.26882100918704,233.22744155385712,240.79628318059622,226.3515784563172,216.6972704823516,230.92391580802845,237.3120257589423,223.0265897613047,232.22032653505602,231.76778927258428,226.3921302062927,226.64115666011097,227.9170925243442,219.53512520976756,230.5436550557643,238.08616187411113,236.852143035398,233.99785601325976,242.29973692018035,225.55171051111358,226.47928722904282,234.15516978537056,235.50012496301014,229.49068189967775
229.8970922653585,225.06933093947524,230.06658880432656,230.87965209786248,220.60896407330497,228.32655398367126,240.87133465266038,232.2525165168675,219.5842183296069,238.84429604879364,239.9767113223553,218.26632514910807,227.13420767274937,228.38516607857625,231.61815090763054,228.9433141344352,233.55091361667553,230.37361590996434,233.78007159315248,225.7085594064727,234.4919884500577,226.72477626340395,233.9609487748379,233.58565523837035,241.65322591329243,225.07726775200743,234.77093356227107,236.88132976497835,217.22471411015576,222.9614740678802,239.01236394201635,228.3544401165881,230.51815727144532,232.91914941933476,225.76471069867512,223.6161898506133,219.81465870088905,237.96616750882998,224.66490509907757,234.7646270479203,233.2104628905519,231.62418869246136,229.3311087627343,232.60084027680983,237.15865724092956,231.27457581657129,249.95143694320606,232.92314026179895,224.77367129847792,226.62315964864192,228.75886178589957,222.10045282849327,242.41948615399036,220.0085713726422,232.0875510973951,228.26496703940828,222.21559535386493,232.31590833616502,231.37567889432228,232.12267664073983,228.72741108550215,240.3326425814394,227.90015680774286,213.2775884141486,230.693121095036,233.56585538631109,227.1004463544519,224.43441413397045,228.33663522522576,229.92598286880164,231.78101286413656,226.7173717686106,231.8109939732353,222.51331999367528,223.28281006603106,231.99620671119558,216.88177638948278,231.9787371383065,243.57554776301816,225.5764525298059,223.0150887180284,229.93214146621878,237.26651654419817,220.53748645372892,238.7610512696906,229.95768571814497,222.30831686898952,223.87369316892347,232.8339387996469,214.18265663990837,232.54755447209203,237.08808413856,239.2563260057404,236.67732160719228,244.89717572251416,226.64959211838303,223.2494437885371,231.97077214574495,233.49752353080092,234.125837573036
234.0550653139135,220.5326930151889,232.47311035562436,231.64385624061978,223.6855786093654,231.3746612917061,235.1410964265039,234.21289596055053,217.948768799168,240.1050713205458,237.86235418943713,219.90770331677578,224.40032351061387,231.24602825384682,233.3600404532699,228.74637557708635,241.37261495145705,227.1162626345822,230.57353727626833,223.07306994253437,237.9475894843538,223.4644264865639,231.08478697017947,229.08327409034,236.50664632909834,222.83565085043057,233.3301649276228,233.39680263559592,212.99929641755259,221.4981966919367,240.74358183172342,224.878180387993,231.1815006060227,230.24329596559113,223.21898919899945,219.5699440706847,215.62012935875072,240.83761365021283,222.50532371934332,233.7592911968844,236.97466422211784,230.346109068663,230.55350586179415,233.6538648299397,237.20885582675106,231.00926947453647,253.7382330731525,232.71808352464157,231.10945847532034,224.6351795085914,228.2894959049404,224.79645886388354,240.62283187241366,221.61582427703345,236.43680170604122,229.61639673188918,219.94445304074188,231.7713031772041,227.441990459672,229.29827978131038,230.18137587464716,241.7368086543138,226.38473494244806,208.1474689371415,227.07399774602214,236.63485943796573,226.14892768012865,224.77928172746422,228.160243387877,232.29663002753188,234.64645432585996,233.11506117519977,229.9604925583671,226.99404657622827,219.00226998121826,229.46731692409742,215.18606682411203,231.83221566697958,245.68926378608256,225.9179838071209,223.5461893616923,233.61259833978718,241.16097984082407,221.05978434462907,238.23707494797944,235.55377672917137,221.35742541590602,223.99208222316668,232.75434756422345,216.41400265374506,232.53870055186658,237.69355589143564,242.58455866265024,237.43730202412536,243.10441144825253,226.98236603736413,226.59267003384184,228.94887173027843,236.13552812895196,238.86216526182278
238.9326773100563,219.09877282461233,235.31801124616482,227.26699062059583,228.7308979249441,230.23892575055473,242.69140456703445,231.6541872114675,218.7439760224119,241.4791757598982,240.2319723198215,216.00126532692707,224.05470097862334,235.3401501418549,234.32009791168028,226.91753564061105,245.79874387893796,220.3890604904866,230.45449221034255,221.28527955617238,242.7018158391348,228.0132830159622,233.99461054691452,234.3921188382304,233.02631766432972,226.97833228766066,233.28941124055956,236.54281972687545,211.99656103734688,217.9715164892706,244.75680744243164,219.93096845854816,228.796826681445,235.24613800495158,221.6489603867536,218.91654163090976,209.69426850848373,243.379835064873,222.45876263643382,235.03123673515674,237.73635022164896,227.95581862292462,228.98708539093343,233.23344379053464,236.7461463766808,234.5617516691902,253.9154350001532,232.33721268632198,230.4506146133056,226.48766282090847,234.41199108808942,225.8660906927316,239.68517772025112,225.36658946099794,239.12235277522743,230.97232736510304,219.00340963540268,230.050433680963,225.75970110485457,228.95187654826924,224.2753220286839,242.45292839038189,221.33209169225938,205.43205384803505,226.59690336966398,238.8453092965063,233.48481877577422,223.00538467042827,228.38911721741363,237.62776196341738,238.01645109742506,235.26874242713566,235.09772493877946,235.54025663573353,218.3305325707522,229.67697376367886,220.7805732548636,235.19599143656862,240.74354999373162,227.2139665059243,223.06843214311056,237.7424216547008,249.42108750564788,222.7273394843862,238.61903294251888,238.39356171953386,217.87131345469237,226.11709666959794,234.19066626156794,212.72532747403218,235.30201497741183,232.92726647421247,246.29503584176894,230.17105797098958,246.75311986829473,232.54255064986003,221.56025870839522,229.2231963413185,236.2482731098828,237.88121171417484
240.48832141895699,217.50067887115844,234.49375845593735,227.8269515369846,229.6940103296535,234.91457255561122,244.3094648141153,231.61836707040015,221.44150805441598,237.842035908335,244.24995854552984,207.44078094025207,229.36257786163887,236.13134384793668,233.94909549630634,230.68638080535635,241.690194618216,220.08196737627873,230.54561021044302,220.10574570649982,244.40801639779278,226.22664954384044,238.75966281594378,230.98944289795497,225.26484868965164,225.37736014750536,227.28085565069478,243.1569854390316,209.30780947746646,224.0935356942642,242.47213423443708,216.3839079527374,228.86224005898208,237.97680927381626,222.63729498871345,213.9181410960996,216.81300179436977,248.15547051551283,224.00487331776822,233.5362224668518,240.28316325017968,222.83997970612805,232.32127614901688,232.3719214818215,236.55820413501505,237.661390091193,259.5907587656079,234.8680217523478,235.69571436228821,230.0153006898196,238.26621728940384,227.931612730814,243.41647105385104,222.73158044972206,238.64002784022267,232.94150245320645,220.52749463493976,226.5359037274687,227.3381915075091,233.52051304182007,227.51845277149718,244.1272561483428,219.58838879148036,206.2955927095725,230.5000988558173,242.32716835672196,228.75893127995872,222.31806070750625,225.52863233935219,243.39395508601132,234.2758026952218,236.5362623106173,234.87471334459082,231.5742814001206,216.1936297732248,229.41842769140496,218.70957103682036,236.11122158176974,240.70397918446324,228.86421445487522,220.9415335568363,237.9929848081883,256.2016338868335,223.74096857037074,237.6545470588453,236.1652393945435,224.0416414668581,226.8455821122701,235.9998820684036,208.38015933973585,233.09331075214234,237.17290617330607,248.6274549174735,229.10692883394222,243.30403095373882,236.7011481429101,218.02394535608585,229.4417781565345,235.2731604492396,236.08075111684155
243.8832615435644,217.1091252256028,238.41998714095564,231.65211709705937,223.28631364192253,232.44037025912024,244.8432330316083,226.37490488832418,217.31341150756597,231.46901648267624,246.09238451876104,209.61168411385734,230.9853384305682,234.64715492862646,234.82514430315803,228.3766514143609,241.2141683382815,219.88563007797978,228.6723696974568,221.89378777552076,244.4137951068082,226.6315300745968,237.48243569020795,231.42648613033836,228.4070275174696,222.67601230500335,224.21271737681334,242.11710170364375,214.1364697112628,226.72379107131184,239.05105897799754,216.0564636526456,228.1392276804699,241.35808002225488,227.39389040514374,211.75025198083898,217.38854631435314,248.47739973050528,219.7511954124343,231.37923535918847,243.1550959955682,219.4548853027374,230.3936855228744,238.0650487385264,238.76524090066164,238.53037050555847,262.1518086936407,235.95753302435708,235.2112124541187,230.25703137025027,239.32714398144276,226.31983822234142,240.1384635529441,223.2526356059364,237.97774947574877,230.82251741985627,219.26530326768355,226.29094254293253,223.8432802421663,232.55965466315712,230.6576698704067,241.67430481832596,218.7630791042686,210.0133748925294,228.30104435228017,236.48951223238805,233.68449924442396,220.10735466925584,223.64520900411407,240.9378369422761,240.34747513389178,232.25106352781063,238.07847660976117,227.97744990080645,217.49366585027732,232.21137226650472,219.06511000926739,231.8952890458482,244.52646997190325,226.66608456780244,220.59655658932823,235.47758180637007,252.04982412930636,223.90994427965367,236.1499820091441,234.8442325483776,227.83608676603254,224.664241127953,243.49691108448081,210.02783470391296,230.23628225096056,238.48712387581142,250.33563304288637,228.2421740600152,243.60201747299647,238.42073118238096,215.07183463037356,233.31673094688784,237.35239794576574,238.81045506569168
